"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024233","2001-06-13","1.3"," 1519"," 1201","0.0",,,"13.9","18.9","8.9",,"  270","  230","0.0","4.0","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-14","2.0"," 2027"," 2200","0.0",,,"13.3","16.7","9.4",,"  230","  220","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-15","2.8"," 2352"," 2352","0.0",,,"13.9","17.8","10.0",,"   40","   40","0.0","7.2","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-16","3.0"," 0038"," 0037","0.0",,,"14.4","18.3","10.0",,"   40","   40","0.0","6.7","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-17","2.9"," 0316"," 0315","0.0",,,"13.9","18.3","9.4",,"   30","   30","0.0","6.7","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-18","2.7"," 2358"," 2349","0.0",,,"15.0","20.0","10.0",,"   40","   50","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-19","2.6"," 0112"," 0120","0.0",,,"18.3","25.6","10.6",,"   40","   40","0.0","7.2","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-20","2.1"," 2209"," 2200","0.0",,,"19.4","26.1","12.2","    0","   40","   30","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-21","1.7"," 2321"," 1636","0.0",,,"18.9","25.0","12.2","    0","  250","  220","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-22","2.4"," 0014"," 0014","0.0",,,"14.4","17.8","11.1","    0","  230","  230","0.0","6.3","7.2","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-06-23","2.3"," 2349"," 1142","0.0",,,"13.9","17.8","9.4","    0","  200","  230","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-24","2.8"," 1815"," 1815","4.1",,,"12.2","13.9","10.0",,"  210","  200","0.0","6.7","8.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-06-25","3.2"," 2349"," 1523","0.0",,,"15.0","19.4","10.0",,"   30","   10","0.0","5.8","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-26","2.5"," 1411"," 1400","0.3",,,"17.8","22.8","12.2",,"   10","  350","0.0","4.5","7.2",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-06-27","2.1"," 2313"," 2312","15.5",,,"16.1","18.3","13.9",,"  210","  200","0.0","7.2","9.8","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-06-28","3.6"," 0231"," 0230","0.0",,,"15.6","18.9","11.7","    0","  210","  210","0.0","8.9","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-29","2.7"," 0025"," 0017","0.0",,,"15.6","20.6","10.0","    0","   30","   40","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-06-30","2.2"," 2347"," 2347","0.0",,,"15.6","21.7","9.4","    0","  210","  220","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-01","2.5"," 2309"," 2307","0.0",,,"16.7","21.1","11.7","    0","   50","   50","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-02","2.9"," 2244"," 2244","0.0",,,"18.3","25.6","10.6","    0","   30","   30","0.0","6.7","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-03","2.9"," 2254"," 2255","0.0",,,"21.1","28.3","13.3","    0","   40","   50","0.0","7.6","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-04","2.0"," 2225"," 2214","0.0",,,"18.9","25.0","12.2","    0","   40","   50","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-05","2.7"," 2338"," 2336","0.0",,,"16.1","20.6","11.7","    0","   40","   40","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-06","2.5"," 0004"," 1100","0.0",,,"16.1","21.1","10.6","    0","   40","  230","0.0","5.4","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-07","2.1"," 2325"," 2324","0.0",,,"16.1","22.8","9.4","    0","   10","   10","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-08","2.8"," 2353"," 2351","0.0",,,"18.9","25.6","12.2",,"   30","   40","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-09","2.7"," 0135"," 0135","0.0",,,"21.1","27.8","14.4","    0","   30","   20","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-10","2.1"," 1655"," 0024","0.0",,,"18.9","25.6","12.2","    0","  230","   20","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-11","1.8"," 1840"," 1840","0.0",,,"18.3","25.0","11.7",,"   10","  360","0.0","4.0","4.5",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-12","1.7"," 1313"," 1504","0.0",,,"17.8","23.9","11.7","    0","  270","  230","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-13","2.1"," 1258"," 1209","0.0",,,"15.0","19.4","10.0","    0","  280","  260","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-14","2.9"," 2140"," 2139","0.0",,,"15.6","18.9","11.7","    0","   50","   50","0.0","5.8","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-15","2.7"," 1647"," 1647","2.8",,,"18.3","15.0","11.1","    0","  220","  230","0.0","5.8","7.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-07-16","3.7"," 1514"," 1504","16.5",,,"15.0","18.9","10.6","    0","  220","  230","0.0","7.6","10.3","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-07-17","3.6"," 1627"," 1321","0.0",,,"15.6","18.3","12.2","    0","  220","  230","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-18","2.0"," 2357"," 2356","0.0",,,"15.6","20.6","10.6","    0","   30","   40","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-19","2.9"," 1748"," 1815","0.0",,,"18.3","22.8","13.9","    0","   10","   10","0.0","6.3","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-20","1.8"," 1649"," 1536","0.0",,,"17.8","22.8","12.2","    0","  230","  250","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-21","2.2"," 1350"," 1350","0.3",,,"15.0","17.8","12.2","    0","  200","  210","0.0","5.4","6.3",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-07-22","1.6"," 1652"," 1356","0.0",,,"17.8","22.2","13.3","    0","  270","  270","0.0","4.0","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-23","1.3"," 1630"," 1214","0.0",,,"18.3","25.0","11.7","    0","  270","  300","0.0","4.0","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-24","1.5"," 1541"," 1427","0.3",,,"17.8","22.2","13.3","    0","  330","  260","0.0","4.0","5.8","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-07-25","1.6"," 1603"," 1540","0.0",,,"18.9","25.0","12.2",,"  270","  250","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-26","2.0"," 1302"," 1302","0.0",,,"17.2","22.8","11.1",,"  260","  250","0.0","4.0","5.4","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-07-27","3.8"," 2047"," 2049","1.8",,,"16.1","21.1","10.6",,"  220","  210","0.0","7.2","9.8","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-07-28","5.0"," 1511"," 1244","4.6",,,"15.6","18.3","12.8",,"  220","  210","0.0","9.8","12.5","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-07-29","2.4"," 2346"," 2345","0.0",,,"16.1","19.4","12.2",,"   20","   20","0.0","5.8","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-30","2.9"," 2254"," 2244","0.0",,,"16.1","21.7","10.6",,"  200","  230","0.0","5.8","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-07-31","2.2"," 1209"," 1421","0.0",,,"15.0","18.9","10.6",,"  210","  280","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-01","2.3"," 1503"," 1459","0.0",,,"15.6","20.6","10.6",,"  220","  230","0.0","5.8","7.6",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-08-02","2.7"," 1718"," 1715","1.8",,,"18.9","23.3","14.4","    0","  280","  270","0.0","5.4","7.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-08-03","2.5"," 1603"," 1602","1.3",,,"17.2","20.6","13.9","    0","  250","  250","0.0","5.4","6.3","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-08-04","2.6"," 0010"," 1638","0.0",,,"17.2","20.6","13.3","    0","  230","  230","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-05","1.3"," 1850"," 1856","0.0",,,"18.3","22.2","13.9","    0","  240","  250","0.0","4.5","6.3",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-08-06","2.6"," 2342"," 2341","0.0",,,"19.4","23.3","15.6","    0","   40","   40","0.0","6.3","6.7",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2001-08-07","4.3"," 1559"," 1558","0.0",,,"19.4","23.3","15.0","    0","  360","   10","0.0","7.6","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-08","4.5"," 0957"," 0447","0.0",,,"20.0","26.1","13.9","    0","   30","   30","0.0","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-09","3.4"," 0817"," 0809","0.0",,,"23.3","30.6","15.6","    0","   30","   40","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-10","1.4"," 1150"," 1149","0.0",,,"23.3","31.1","15.6","    0","  290","  280","0.0","4.0","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-11","2.0"," 1751"," 1543","0.0",,,"20.6","27.8","12.8",,"  360","  300","0.0","4.5","5.8","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2001-08-12","2.0"," 1647"," 1744","0.0",,,"21.7","30.0","13.3",,"   10","  350","0.0","5.8","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-13","1.8"," 1726"," 1726","0.0",,,"19.4","25.6","13.3",,"   10","   10","0.0","4.0","5.4","    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024233","2001-08-14","1.2"," 1455"," 1454","0.0",,,"18.9","25.6","12.2",,"   10","  350","0.0","4.5","6.3","    1","    1",,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024233","2001-08-15","1.9"," 2311"," 2122","0.0",,,"17.8","23.3","12.2",,"  220","  220","0.0","4.5","6.3","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2001-08-16","2.6"," 1144"," 1144","0.0",,,"15.6","18.3","12.2",,"  230","  230","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-17","1.8"," 1530"," 1556","0.0",,,"17.2","21.1","12.8","    0","  270","  270","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-18","2.6"," 2034"," 2027","0.0",,,"17.2","21.7","12.8","    0","   30","   40","0.0","7.2","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-19","2.6"," 2129"," 2237","0.0",,,"17.8","21.7","13.3","    0","   30","   40","0.0","6.7","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-20","2.9"," 1626"," 1707","0.0",,,"16.1","21.7","10.6","    0","  200","  230","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-21","3.0"," 2248"," 2030","15.0",,,"15.6","17.8","12.8","    0","  150","  180","0.0","6.7","8.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-08-22","3.4"," 0437"," 0731","35.8",,,"16.1","18.9","12.8","    0","  150","  150","0.0","6.7","9.8","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-08-23","3.2"," 1335"," 1335","5.1",,,"15.0","17.2","12.2","    0","  210","  200","0.0","7.2","8.9",,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-08-24","1.7"," 1402"," 1220","0.0",,,"16.7","21.7","11.7","    0","  270","  250","0.0","4.0","5.4","    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024233","2001-08-25","2.0"," 1446"," 1716","0.0",,,"18.3","24.4","11.7","    0","   10","  360","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-26","1.5"," 2058"," 1519","0.0",,,"18.9","25.6","12.2","    0","  290","  290","0.0","3.6","4.5",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-27","1.8"," 0930"," 0939","0.0",,,"17.2","22.2","12.2","    0","  220","  220","0.0","5.4","6.3",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2001-08-28","2.2"," 1608"," 1607","0.0",,,"19.4","23.9","14.4","    0","  360","  360","0.0","6.3","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-29","2.6"," 2355"," 1510","0.0",,,"19.4","25.0","13.9","    0","   40","   20","0.0","4.5","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-08-30","2.6"," 2322"," 2321","0.0",,,"18.3","22.8","13.3","    0","  220","  220","0.0","7.2","8.9","    1","    1",,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024233","2001-08-31","4.1"," 0845"," 1134","0.0",,,"18.3","21.7","15.0","    0","  210","  200","0.0","7.6","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-01","4.2"," 1204"," 1204","0.8",,,"16.7","18.9","14.4","    0","  210","  210","0.0","7.2","9.4","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-09-02","2.7"," 2246"," 2341","0.0",,,"16.7","21.1","12.2","    0","  240","  230","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-03","2.5"," 0422"," 0353","0.8",,,"16.7","20.0","12.8","    0","  170","  180","0.0","5.8","7.6",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-09-04","2.8"," 2005"," 2108","0.0",,,"15.6","18.3","12.2","    0","   50","   40","0.0","6.7","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-05","2.1"," 0103"," 1422","0.0",,,"14.4","17.8","10.6","    0","  100","   40","0.0","5.4","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-06","2.2"," 2036"," 2034","0.0",,,"12.8","16.1","8.9","    0","   40","   40","0.0","6.3","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-07","2.6"," 1950"," 2001","0.0",,,"16.1","20.0","12.2","    0","   20","   30","0.0","6.7","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-08","2.2"," 1452"," 1448","0.0",,,"16.7","23.3","9.4","    0","   10","  350","0.0","5.8","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-09","3.4"," 1154"," 1140","0.0",,,"17.2","22.2","11.7","    0","   10","  360","0.0","6.7","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-10","1.8"," 2033"," 1437","0.0",,,"17.2","23.3","10.6","    0","   10","  350","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-11","2.5"," 1349"," 1329","0.0",,,"17.8","23.9","11.7","    0","  360","   10","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-12","2.4"," 1234"," 1227","0.0",,,"18.3","25.0","11.7","    0","   10","  360","0.0","6.3","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-13","1.7"," 1717"," 1716","0.0",,,"18.3","24.4","12.2","    0","   10","   10","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-14","1.4"," 2339"," 1645","0.0",,,"18.3","25.0","11.7","    0","  360","   10","0.0","3.6","4.5","    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024233","2001-09-15","1.0"," 1255"," 1358","0.0",,,"17.8","24.4","10.6","    0","  270","  270","0.0","3.6","4.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-16","1.7"," 1059"," 1246","0.0",,,"12.8","14.4","10.6","    0","  200","  210","0.0","4.0","5.8","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-09-17","1.2"," 2050"," 2041","0.5",,,"12.8","13.9","11.1","    0","  170","  160","0.0","3.1","3.6","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-09-18","1.1"," 2326"," 2325","1.0",,,"13.9","16.1","11.7","    0","   40","   40","0.0","7.2","8.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-09-19","2.5"," 2249"," 0055","0.0",,,"15.0","18.9","10.6",,"   40","   60","0.0","5.8","6.7",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-09-20","1.6"," 1252"," 1359","0.0",,,"14.4","19.4","9.4",,"  270","  310","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-21","2.0"," 1346"," 1337","1.3",,,"15.0","17.8","11.7",,"  210","  210","0.0","4.5","5.8",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-09-22","0.7"," 2132"," 2208","0.0",,,"18.3","25.0","11.7",,"   10","   30","0.0","3.6","4.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2001-09-23","1.4"," 2354"," 2351","0.0",,,"17.8","23.9","11.7",,"   40","   30","0.0","3.6","4.5","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2001-09-24","1.5"," 2216"," 0654","0.0",,,"15.0","17.8","12.2","    0","   10","  200","0.0","4.0","5.4","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-09-25","2.6"," 1800"," 1759","9.1",,,"14.4","15.6","12.8","    0","  230","  230","0.0","6.3","7.6","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-09-26","4.0"," 1551"," 1550","7.6",,,"12.2","15.6","8.9",,"  190","  200","0.0","9.4","11.6","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-09-27","1.6"," 1228"," 1141","0.0",,,"10.6","14.4","6.7",,"  290","  350","0.0","3.6","4.5","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-09-28","1.9"," 1129"," 1149","0.0",,,"12.8","18.3","7.2",,"  220","  230","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-29","2.3"," 2112"," 2111","0.0",,,"16.1","21.7","10.0",,"   20","   20","0.0","5.8","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-09-30","5.1"," 1351"," 1103","0.0",,,"15.0","18.3","11.1",,"   20","   10","0.0","8.0","11.2","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-01","2.1"," 0020"," 0019","0.0",,,"15.6","21.1","10.0",,"   30","   40","0.0","6.7","8.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-02","2.0"," 1859"," 1338","0.0",,,"14.4","18.9","9.4",,"  360","  330","0.0","4.0","5.8","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-03","4.2"," 2353"," 2352","0.0",,,"12.8","16.7","8.9",,"   30","   40","0.0","7.6","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-10-04","6.3"," 1348"," 1400","0.0",,,"16.1","21.7","10.0","    0","   20","   10","0.0","9.4","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-10-05","1.4"," 0017"," 2305","0.0",,,"15.6","21.7","8.9","    0","   50","  210","0.0","5.8","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-10-06","3.2"," 1426"," 1344","0.5",,,"12.8","16.7","8.9","    0","   10","   50","0.0","7.2","8.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-07","3.2"," 2010"," 2010","0.5",,,"11.1","13.3","8.3","    0","  220","  210","0.0","6.7","8.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-10-08","3.1"," 0146"," 0144","0.3",,,"11.1","14.4","7.8","    0","  180","  180","0.0","7.6","9.4","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-09","1.9"," 1010"," 1225","0.0",,,"11.1","14.4","7.2","    0","  220","  210","0.0","4.5","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-10-10","3.8"," 1640"," 1640","7.6",,,"8.9","11.1","6.7","    0","  200","  200","0.0","9.4","10.7","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-11","2.9"," 2345"," 2350","0.0",,,"11.1","13.9","7.8","    0","  200","  210","0.0","6.3","7.2",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-10-12","6.5"," 1259"," 1416","1.0",,,"11.1","13.3","8.9","    0","  200","  200","0.0","13.4","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-13","4.1"," 2116"," 2115","1.0",,,"10.6","12.2","8.9","    0","  210","  200","0.0","8.0","9.8","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-10-14","3.2"," 0205"," 0205","1.0",,,"11.7","13.9","8.9","    0","  210","  210","0.0","10.3","13.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-15","2.1"," 2308"," 2307","0.0",,,"12.2","16.1","7.8","    0","  150","  150","0.0","5.8","6.3","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-16","3.2"," 1038"," 1108","3.8",,,"10.0","13.3","6.1","    0","  220","  220","0.0","6.3","8.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-17","2.5"," 1751"," 1828","0.0",,,"9.4","12.8","5.6","    0","   50","   60","0.0","5.8","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-10-18","4.2"," 1516"," 1643","0.0",,,"9.4","12.2","6.1","    0","  220","  200","0.0","8.9","10.7","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-19","4.6"," 0345"," 0345","1.3",,,"11.1","14.4","7.8","    0","  210","  210","0.0","8.9","10.7","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-20","2.2"," 0900"," 0900","0.0",,,"8.3","10.6","5.6","    0","   20","   10","0.0","5.8","6.3","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-21","4.8"," 1544"," 1545","6.1",,,"8.9","11.7","6.1",,"  210","  220","0.0","10.3","12.5","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-22","6.8"," 1753"," 1441","3.8",,,"10.6","12.8","8.3","    0","  230","  210","0.0","12.5","17.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-10-23","6.2"," 0137"," 0136","0.3",,,"10.0","12.8","6.7","    0","  230","  240","0.0","13.4","19.2",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2001-10-24","4.4"," 0958"," 1024","10.2",,,"7.8","9.4","6.1","    0","  190","  190","0.0","8.0","9.8","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-25","1.9"," 1418"," 1417","3.3",,,"10.0","12.8","7.2","    0","  220","  250","0.0","5.8","7.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-26","3.3"," 2231"," 1253","10.7",,,"10.6","13.9","7.2","    0","   30","  210","0.0","6.7","9.4","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-10-27","2.8"," 0133"," 0156","10.2",,,"5.6","7.2","3.3","    0","   10","   20","0.0","7.2","8.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-28","1.6"," 1528"," 1531","0.0",,,"5.0","10.0","0.0","    0","  360","  360","0.0","4.5","5.4","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2001-10-29","0.4"," 1527"," 1531","0.3",,,"6.7","10.6","2.8","    0","  300","  300","0.0","3.1","3.1","    1",,,,,,,,,,"    1",,,"    1",,,,"    1",,,
"USW00024233","2001-10-30","3.5"," 2307"," 2312","6.6",,,"10.0","12.2","7.8",,"  190","  190","0.0","10.3","13.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-10-31","6.6"," 0100"," 0214","11.2",,,"10.0","11.7","7.8",,"  190","  240","0.0","10.3","14.3","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-11-01","3.4"," 0010"," 0009","1.8",,,"10.0","11.7","8.3","    0","  210","  200","0.0","6.7","7.6","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-11-02","2.5"," 0643"," 0645","2.5",,,"9.4","12.2","6.7",,"   30","   30","0.0","7.2","8.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2001-11-03","1.7"," 1910"," 1350","0.3",,,"8.9","12.8","5.0",,"  200","  210","0.0","3.6","4.5","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-11-04","3.0"," 0504"," 0504","10.4",,,"8.9","11.1","6.7",,"  180","  190","0.0","7.2","8.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2001-11-05","2.9"," 1404"," 1400","0.0",,,"6.1","10.0","2.2",,"  210","  200","0.0","7.2","9.4","    1",,,,,,,,,,"    1","    1",,"    1",,,,"    1",,,
"USW00024233","2001-11-06","1.3"," 1902",,"0.0",,,"6.1","8.3","3.3","    0","  210","  200","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-11-07","1.7"," 1928",,"0.0",,,"7.8","13.3","2.2","    0","  120","  110","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-11-08","1.0"," 0327",,"0.0",,,"6.7","11.1","2.2","    0","  140","  150","0.0","4.5","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2001-11-09","0.6"," 1351"," 1351","0.0",,,"7.8","12.8","2.8","    0","  270","  260","0.0","3.1","3.6",,,,,,,,,,,,,,,,,,,,,
